Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP,Condition,Trim,Location,Origin,Horsepower,Color,Source,Source_URL,Source_ID,Collected_At
Chevrolet,N300,300000,2020,Natural Gas,Manual,1600,Van / Bus,"EGP 500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1136,
Chevrolet,Cruze,900000,2010,Benzine,Automatic,1600,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1137,
BMW,316,166000,2014,Benzine,Automatic,1600,Sedan,"EGP 995,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1138,
Chevrolet,Cruze,280000,2010,Benzine,Automatic,1600,Sedan,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1139,
Volkswagen,Jetta,330000,2009,Benzine,Automatic,1600,Sedan,"EGP 625,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1140,
Mercedes-Benz,A200,42000,2024,Benzine,Automatic,2000,Sedan,"EGP 4,400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1141,
Renault,Duster,191000,2018,Benzine,Automatic,1600,Hatchback,"EGP 530,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1142,
Jeep,Wrangler,180000,2010,Benzine,Automatic,3800,4X4,"EGP 945,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1143,
BMW,X3,200000,2013,Benzine,Automatic,2000,SUV,"EGP 1,070,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1144,
Kia,Cerato,88000,2022,Benzine,Automatic,,Sedan,"EGP 1,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1145,
Peugeot,308 SW,210000,2010,Benzine,Automatic,1600,Hatchback,"EGP 360,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1146,
Nissan,Sunny,400000,2001,Benzine,Automatic,1300,Sedan,"EGP 325,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1147,
Citroen,C3 Aircross,110000,2019,Benzine,Automatic,,SUV,"EGP 800,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1148,
Chevrolet,Optra,365000,2010,Benzine,Automatic,1600,Sedan,"EGP 390,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1149,
Bentley,Continental GT,14000,2021,Benzine,Automatic,6000,Sports / Coupe,"EGP 17,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1150,
Hyundai,Excel,250000,1998,Benzine,Manual,1500,Sedan,"EGP 210,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1151,
Skoda,Octavia,152000,2018,Benzine,Automatic,1800,Sedan,"EGP 950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1152,
Kia,Rio,127000,2016,Benzine,Automatic,1400,Hatchback,"EGP 665,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1153,
Citroen,C Elysee,100000,2021,Benzine,Automatic,1600,Sedan,"EGP 570,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1154,
Volkswagen,Passat,360000,1999,Benzine,Automatic,1600,Sedan,"EGP 230,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1155,
Renault,Logan,206000,2015,Benzine,Manual,1600,Sedan,"EGP 340,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1156,
Mercedes-Benz,C180,130000,2020,Benzine,Automatic,1500,Sedan,"EGP 2,150,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1157,
Renault,Megane,115000,2005,Benzine,Automatic,2000,Sedan,"EGP 350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1158,
Suzuki,Alto,80000,2020,Benzine,Manual,800,Hatchback,"EGP 365,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1159,
Nissan,Sunny,42000,2020,Benzine,Automatic,1600,Sedan,"EGP 750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1160,
Suzuki,Alto,170000,2015,Benzine,Manual,,Hatchback,"EGP 260,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1161,
Fiat,127,32146,1984,Benzine,Manual,900,Hatchback,"EGP 47,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1162,
Hafei,Lobo,62000,2006,Benzine,Manual,,,"EGP 110,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1163,
Chevrolet,Lanos,300000,2018,Benzine,Manual,1500,Sedan,"EGP 360,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1164,
MINI,Countryman S,35000,2020,Benzine,Automatic,,Hatchback,"EGP 1,900,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1165,
Mercedes-Benz,C300,100000,1989,Benzine,Automatic,2969,Sedan,"EGP 335,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1166,
Nissan,Qashqai,105000,2017,Benzine,Automatic,1200,SUV,"EGP 690,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1167,
Fiat,132,200000,1974,Benzine,Manual,1600,Sedan,"EGP 80,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1168,
Chevrolet,Optra,70000,2022,Benzine,Automatic,1600,Sedan,"EGP 550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1169,
Hyundai,Excel,300000,1998,Benzine,Manual,1300,Sedan,"EGP 145,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1170,
Citroen,C3,269000,2003,Benzine,Manual,1400,Hatchback,"EGP 250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1171,
Speranza,A113,142000,2008,Benzine,Manual,,,"EGP 185,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1172,
Mercedes-Benz,C200,28000,2022,Benzine,Automatic,1600,Sedan,"EGP 3,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1173,
BMW,418,122000,2017,Benzine,Automatic,1500,Sedan,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1174,
Mercedes-Benz,A200,220000,2015,Benzine,Automatic,2000,Sedan,"EGP 1,650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1175,
Toyota,Yaris,100000,2009,Benzine,Automatic,1300,Sedan,"EGP 500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1176,
Skoda,Octavia,77000,2021,Benzine,Automatic,,Sedan,"EGP 1,400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1177,
Renault,Logan,120000,2017,Natural Gas,Manual,1600,Sedan,"EGP 300,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1178,
Kia,Pride,144000,2001,Benzine,Automatic,1300,Sedan,"EGP 175,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1179,
Mitsubishi,Lancer,122000,2015,Benzine,Automatic,1600,Sedan,"EGP 760,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1180,
Mercedes-Benz,B180,143000,2014,Benzine,Automatic,,Hatchback,"EGP 870,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1181,
Peugeot,504,450000,1975,Benzine,Manual,2000,Sedan,"EGP 120,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1182,
Renault,19,200000,1999,Benzine,Manual,1400,Sedan,"EGP 185,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1183,
Audi,Q7,170000,2011,Benzine,Automatic,,4X4,"EGP 1,200,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1184,
Peugeot,307 SW,154000,2007,Benzine,Automatic,,Estate,"EGP 350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1185,
Chevrolet,Lanos,355000,2009,Natural Gas,Manual,,Sedan,"EGP 245,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1186,
BMW,IX3,150000,2015,Benzine,Automatic,200,4X4,"EGP 1,250,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1187,
Skoda,Octavia,193000,2003,Benzine,Automatic,1600,Sedan,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1188,
Fiat,Uno,200000,2001,Benzine,Manual,,Hatchback,"EGP 90,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1189,
Toyota,Corolla,300000,2014,Benzine,Automatic,1800,Sedan,"EGP 670,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1190,
BYD,F3,230000,2022,Benzine,Manual,1500,Sedan,"EGP 420,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1191,
Land Rover,Range Rover Sport,24000,2024,Benzine,Automatic,3000,SUV,"EGP 9,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1192,
Daewoo,Lanos,350000,2005,Benzine,Manual,1500,Sedan,"EGP 180,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1193,
Peugeot,405,246000,2004,Benzine,Manual,1600,Sedan,"EGP 270,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1194,
MINI,Cooper,160000,2018,Benzine,Automatic,1500,Hatchback,"EGP 950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1195,
Ford,Focus,220000,2005,Benzine,Manual,1600,Sedan,"EGP 290,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1196,
Nissan,Sunny,270000,2017,Benzine,Automatic,1500,Sedan,"EGP 425,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1197,
Mercedes-Benz,B200,166000,2013,Benzine,Automatic,1600,Hatchback,"EGP 850,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1198,
Jeep,Cherokee,161000,2011,Benzine,Automatic,3700,4X4,"EGP 890,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1199,
Mercedes-Benz,GLE 450,48000,2023,Benzine,Automatic,,Estate,"EGP 5,000,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1200,
Proton,Gen-2,250000,2014,Benzine,Automatic,1600,Sedan,"EGP 425,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1201,
Mercedes-Benz,E180,72000,2018,Benzine,Automatic,,Sedan,"EGP 2,750,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1202,
Daewoo,Lanos,300000,2004,Benzine,Manual,1500,Sedan,"EGP 270,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1203,
Geely,Emgrand 7,320000,2016,Benzine,Manual,1600,Sedan,"EGP 320,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1204,
Hyundai,Verna,182000,2008,Benzine,Manual,1600,Sedan,"EGP 290,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1205,
Fiat,Shahin,50000,1995,Benzine,Manual,1600,Sedan,"EGP 60,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1206,
Citroen,C4 Grand Picasso,120000,2020,Benzine,Automatic,1600,Hatchback,"EGP 875,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1207,
Hyundai,Accent,150000,2006,Benzine,Manual,1300,Sedan,"EGP 22,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1208,
Hyundai,Matrix,249000,2008,Benzine,Automatic,1600,Hatchback,"EGP 400,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1209,
Volkswagen,Beetle,100000,1983,Benzine,Manual,1300,Hatchback,"EGP 110,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1210,
Skoda,Octavia,70000,2009,Benzine,Automatic,1595,Estate,"EGP 500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1211,
Opel,Corsa,124000,2006,Benzine,Manual,1600,Sedan,"EGP 420,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1212,
Volkswagen,Tiguan,118000,2021,Benzine,Automatic,1400,SUV,"EGP 1,650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1213,
Mercedes-Benz,C180,155000,2019,Benzine,Automatic,,Sedan,"EGP 1,820,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1214,
Kia,Sportage,225000,2014,Benzine,Automatic,1600,SUV,"EGP 920,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1215,
BMW,X3,220000,2008,Benzine,Automatic,2000,4X4,"EGP 650,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1216,
Hyundai,IX35,125000,2015,Benzine,Automatic,1600,Hatchback,"EGP 1,100,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1217,
Renault,Clio,96000,1997,Benzine,Manual,1400,Hatchback,"EGP 130,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1218,
Mitsubishi,Lancer,245000,2008,Benzine,Automatic,1600,Sedan,"EGP 500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1219,
Mercedes-Benz,E200,5000,2021,Benzine,Automatic,,Sedan,"EGP 3,950,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1220,
Lamborghini,Urus,15000,2022,Benzine,Automatic,4000,Sports / Coupe,"EGP 19,500,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1221,
Daewoo,Lanos,1000000,2004,Benzine,Manual,1500,Sedan,"EGP 190,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1222,
Skoda,Octavia,54000,2022,Benzine,Automatic,,Sedan,"EGP 1,160,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1223,
BMW,X3,190000,2014,Benzine,Automatic,3000,SUV,"EGP 1,175,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1224,
Suzuki,Dzire,114000,2022,Benzine,Automatic,1200,Sedan,"EGP 600,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1225,
Mitsubishi,Lancer,174000,1999,Benzine,Manual,1500,Sedan,"EGP 270,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1226,
Fiat,128,72353,1974,Benzine,Manual,1100,Sedan,"EGP 27,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1227,
Peugeot,508,198000,2012,Benzine,Automatic,1600,Sedan,"EGP 550,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1228,
Great Wall,C30,215000,2014,Benzine,Automatic,1500,Sedan,"EGP 350,000",used,,,,,,Kaggle - Egyptian Used Car Price Dataset,https://www.kaggle.com/datasets/alyahmedts13/egyptian-used-car-price-dataset/data,kaggle-used-1229,
